GV[4]_CHOQUET[A;-0.75;AO1;0.9]_H_pah,TS[4]_V_U_z3,GV[2]_GOWAWA[0.2;2;ES2-OWA;0.9;0.0;2;W-OWA;0.4;0.6]_N_pie,GV[3]_AM_U_z2,TS[4]_GOWAWA[0.5;1;AO2-OWA;1.0;0.0;1;ES2-OWA;0.9;0.0]_F_cch,GV[7]_P2_T_z3,TS[2]_CHOQUET[A;-0.25;AO2;1.0]_T_khh,AC[4]_GOWAWA[0.0;1;NONE;0.0;0.0;0;S-OWA;0.0;1.0]_T_pie,AC[1]_AM_T_kh,TS[3]_Q1_T_eps,Class
0.46728832522025787,-0.4218211786338775,-0.27279621460119424,-0.23097851330467362,-0.3495168933364931,-0.33073795450123755,0.24821468338346517,1.3709676308284668,1.47896398254083,0.10580552282220898,APP
-0.15629072451745876,3.694688361645486,-0.27279621460119424,-0.8261742878068323,-0.556648783878031,2.726443325748419,0.21442503155190787,-0.768306826026885,0.5932594255795293,1.9880922525279634,APP
0.4011370629996973,-0.5075724242100157,-0.27279621460119424,-0.2680646531564135,-0.2661483159762222,0.53672745763995,0.38390467046486426,-0.6905800959299349,-0.2539362376008445,0.4217015803806143,APP
0.4084765457545476,-0.4299701877875588,-0.27279621460119424,-0.1351303099722326,-0.658871733811087,0.1891517442025835,0.7967873590857343,4.054024363747609,0.21672801972158542,-1.2614484633173253,APP
0.32675273086933465,-0.13747075342211845,-0.27279621460119424,-0.25370872805251415,-0.35642249617360083,1.4876168623263464,0.7091813299857062,-0.24625316131030067,0.1311527002084167,0.4217015803806143,APP
0.15571811016990064,1.3673532460254922,-0.27279621460119424,0.6642983151678363,-0.32812961275963953,2.185831116185466,0.8770521648301465,0.9904852579450678,0.5162416380176779,0.951220165260289,APP
0.35136840233306293,-0.5621957967220788,-0.27279621460119424,-0.39576621169517145,-0.606028814258745,0.9709497859013511,-0.020572065387779042,-0.1588997540760784,1.7011306774307886,0.8831541639079235,APP
0.32675273086933465,-0.42376224726476924,-0.27279621460119424,-0.03030663510926164,-0.46460626057679283,1.359993216557339,0.6138869263392587,1.2594469353281603,0.4935893475583095,0.6975434140662851,APP
1.1680998199076114,-0.0527928833277939,-0.27279621460119424,0.2369793991120188,-0.4965300343837208,0.592984945875048,1.6138584815197317,0.9904852579450678,1.2411149327174635,1.3117954442192195,APP
-2.095425115231813,-0.6246739248152494,-0.27279621460119424,-0.23097851330467362,-0.8579272708950246,1.4208938662149009,1.990243872179578,1.9154510265064348,2.2876507519402796,2.4786910468907735,APP
