GV[3]_AM_U_z2,CHOQUET[D;-0.25;AO1;0.8]_B_scv,TS[2]_SIC_T_cch,TS[3]_HM_U_khh,GV[7]_P2_T_z3,AC[7]_P2_T_z3,TS[3]_GOWAWA[0.0;1;NONE;0.0;0.0;0;S-OWA;0.0;1.0]_T_pah,AC[3]_N3_U_hwhh,TS[4]_GOWAWA[0.2;2;S-OWA;0.6;0.0;2;S-OWA;0.8;0.1]_T_cch,TS[3]_Q1_T_eps,Class
0.10581043329910986,0.35117250883350576,-0.06847687143191493,0.8302886806401448,-0.038621418935800414,-0.03862141792834143,-2.090525393831719,0.6182770451699253,-0.418483462355298,-1.0897127060590548,APP
-0.5980845063242233,1.332302289733384,-1.8232984088369146,-0.4142110859479285,-0.09596036729490996,-0.09596036628745075,0.731217484059632,2.473544685397389,-1.4793371753233349,1.682667887485305,APP
-0.8428218325569847,1.2104743989832163,-1.8232984088369146,-0.24817030132795637,-1.4404149728098572,-1.4404149728098574,0.731217484059632,2.473544685397389,-1.4793371753233349,1.6713235539265798,APP
-0.23097851330467362,-0.3642595852554396,-1.8232984088369146,-2.71957074178567,0.7949360052940683,0.7949360057977977,-0.3461752511352475,-0.2734154936195111,-1.4793371753233349,3.109959577381797,APP
-0.23097851330467362,0.8017128291760336,0.38865086716062247,0.695907862822501,-0.35270783507945364,-0.3527078365906432,-0.6796539548860433,-0.2734154936195111,-0.9338709632569876,1.1086446094137048,APP
-0.23097851330467362,0.24969725998228504,0.5130598301693993,0.1847271001247971,0.035014153334248906,0.035014153837978436,-0.5257407070010603,-0.2734154936195111,-0.1568059174437467,-1.1120523167593173,APP
1.9604178376136825,0.5338111478777942,0.14861236448139123,0.28798424097702385,-0.33790692976337755,-0.3379069282521887,-1.9879165619083974,-0.2734154936195111,0.4321708007072722,1.973082826588726,APP
0.2780312561586537,0.6873166018727053,0.3812324141444395,0.08343797878317759,-0.5970916998136065,-0.597091699309877,1.2955660596379028,-0.2734154936195111,-0.8442112445835084,0.5840128143747161,APP
0.3628662169202288,0.6873166018727053,0.6968274923480053,0.08343797878317759,-0.9656230499645078,-0.9656230504682377,1.2955660596379028,-0.2734154936195111,-0.8138536442756242,0.36061670737208257,APP
0.24409727038586065,0.6873166018727053,0.2504040420117438,0.08343797878317759,-0.7490652055616082,-0.7490652060653381,1.2955660596379028,-0.2734154936195111,-0.8567780366848022,0.2489186538707698,APP
-0.23097851330467362,0.08286780631295561,-0.16433644979388737,-0.2946934401141061,1.4910528942497043,1.4910528927385147,-0.6796539548860433,-0.2734154936195111,-0.5465166087615856,0.8831541639079235,APP
0.5035211029872626,0.09649915829656898,-0.5334403074158465,-0.1366421875309946,0.7651848604621084,0.7651848594546491,0.32078215636634533,0.08278350759034996,-0.48348307692101405,0.22657904317050725,APP
-0.23097851330467362,-0.3642595852554396,-1.8232984088369146,-1.0453962500590865,0.7040848242684142,0.7040848227572248,0.5259998202129881,-0.2734154936195111,-1.4793371753233349,1.7488140785431143,APP
-0.23097851330467362,-3.434295993006127,-1.8232984088369146,-2.71957074178567,-0.6381234283072431,-0.6381234293147027,1.3725226835803939,-0.2734154936195111,-1.4793371753233349,0.8831541639079235,APP
0.03663030823474456,0.24726750378908513,-0.06959033832245094,0.04126696617060156,-0.0006979934292568878,-0.0006979919180679844,-1.3466113623876357,-0.2256422731148694,-0.18548336300119056,0.12256023084740689,APP
0.6060979224598847,0.12499724930004162,-0.12184340937915641,0.3950665935430665,0.6980157506528487,0.6980157506528485,-0.11530537930777364,0.2768950241496386,0.8017808401149292,0.523626054200567,APP
-0.23097851330467362,-3.434295993006127,-1.308959449211528,-0.6496822792873487,-0.8876009746626589,-0.8876009751663887,1.3725226835803939,-0.2734154936195111,0.3120974800460531,1.3477482551899582,APP
-0.23097851330467362,-3.434295993006127,1.0472583411454488,-0.8008539075106805,-1.304193152138411,-1.3041931531458706,0.885130731944615,-0.2734154936195111,0.4137657746535772,1.598545290942128,APP
-0.23097851330467362,0.7299891057928413,2.915740514885429,-2.71957074178567,-1.4404149728098572,-1.4404149728098574,1.5520881394462078,-0.2734154936195111,-0.48845389357180413,2.1669836663386635,APP
0.16954449839240437,0.14341064568707107,0.14354141104759022,0.29783152530455975,-0.9305549926661718,-0.9305549916587125,-0.8592194107518568,-0.20175566286254853,-0.851925668835338,0.47641617377539897,APP
-0.23097851330467362,-0.3642595852554396,1.3145065166647858,-0.10075030637150569,0.73877357107723,0.7387735725884186,-0.14095758728860355,-0.2734154936195111,-0.46565343441715373,-0.2442107995166789,APP
-0.23097851330467362,-0.08227070858199793,-0.6685026249465198,-0.6765103441221256,2.2176980928183,2.2176980928182997,-0.3461752511352475,-0.2734154936195111,-0.9663866815728597,1.1795030621036005,APP
