GV[4]_CHOQUET[A;-0.75;AO1;0.9]_H_pah,TS[4]_V_U_z3,GV[2]_GOWAWA[0.2;2;ES2-OWA;0.9;0.0;2;W-OWA;0.4;0.6]_N_pie,GV[3]_AM_U_z2,TS[4]_GOWAWA[0.5;1;AO2-OWA;1.0;0.0;1;ES2-OWA;0.9;0.0]_F_cch,GV[7]_P2_T_z3,TS[2]_CHOQUET[A;-0.25;AO2;1.0]_T_khh,AC[4]_GOWAWA[0.0;1;NONE;0.0;0.0;0;S-OWA;0.0;1.0]_T_pie,AC[1]_AM_T_kh,TS[3]_Q1_T_eps,Class
0.2966090466488236,0.21477244113806915,-0.15061242029377195,0.10581043329910986,0.6171754860343375,-0.038621418935800414,0.50192664122094,-0.3754420710878809,-1.2913186815334705,-1.0897127060590548,APP
-2.095425115231813,1.6781277562997547,-0.27279621460119424,-0.5980845063242233,-0.8579272708950246,-0.09596036729490996,1.8668684455564755,1.0255534320385384,-0.2539362376008445,1.682667887485305,APP
-2.095425115231813,2.8211526008565806,-0.27279621460119424,-0.8428218325569847,-0.8579272708950246,-1.4404149728098572,2.13881639249321,1.0255534320385384,-0.2539362376008445,1.6713235539265798,APP
-2.095425115231813,-0.624679724864274,-0.27279621460119424,-0.23097851330467362,-0.8579272708950246,0.7949360052940683,3.944309267519632,4.7231485367494495,7.007740869927538,3.109959577381797,APP
-2.095425115231813,-0.4629861513556438,-0.27279621460119424,-0.23097851330467362,-0.6760068029178532,-0.35270783507945364,-0.7997580636144361,-0.30297678644341086,-0.2539362376008445,1.1086446094137048,APP
0.4863495050246449,-0.5409379344970895,-0.27279621460119424,-0.23097851330467362,0.2401174261717565,0.035014153334248906,-0.3238984604155355,-0.27901068902313414,-0.8590760018565159,-1.1120523167593173,APP
-2.095425115231813,0.2027282019567556,-0.27279621460119424,1.9604178376136825,2.01746946511319,-0.33790692976337755,0.08273848452794325,-0.1625394793775043,1.0168572571697174,1.973082826588726,APP
0.5235967811605836,-0.5210785799189143,-0.27279621460119424,0.2780312561586537,-0.3656816850320226,-0.5970916998136065,-0.8428723663451912,1.6071291036526454,-0.2539362376008445,0.5840128143747161,APP
-2.095425115231813,-0.5682349130373994,-0.27279621460119424,0.3628662169202288,-0.3287391854371665,-0.9656230499645078,-0.7094203439355403,1.6071291036526454,-0.2539362376008445,0.36061670737208257,APP
0.5235967811605836,-0.5393581036876507,-0.27279621460119424,0.24409727038586065,-0.38143085437524477,-0.7490652055616082,-0.8869847601912398,1.6071291036526454,-0.2539362376008445,0.2489186538707698,APP
0.33574136097607915,-0.4975219039333197,-0.27279621460119424,-0.23097851330467362,-0.3920004200891283,1.4910528942497043,0.15145705781587585,-0.1625394793775043,1.9886405148865156,0.8831541639079235,APP
0.23696351394569082,1.208254176075437,-0.27279621460119424,0.5035211029872626,-0.006317335657076749,0.7651848604621084,-0.5239621673043281,0.9186662226841007,-0.3967220228161922,0.22657904317050725,APP
